holiday_names,day,month,year,country_cd,country,date,national_cd
New Year's Day,1,1,2019,59,Uruguay,2019-01-01,UY
Easter Sunday,21,4,2019,59,Uruguay,2019-04-21,UY
Labor Day / May Day,1,5,2019,59,Uruguay,2019-05-01,UY
Constitution Day,18,7,2019,59,Uruguay,2019-07-18,UY
Independence Day,25,8,2019,59,Uruguay,2019-08-25,UY
Christmas Eve,24,12,2019,59,Uruguay,2019-12-24,UY
Christmas Day,25,12,2019,59,Uruguay,2019-12-25,UY
New Year's Eve,31,12,2019,59,Uruguay,2019-12-31,UY
New Year's Day,1,1,2020,59,Uruguay,2020-01-01,UY
Easter Sunday,12,4,2020,59,Uruguay,2020-04-12,UY
Labor Day / May Day,1,5,2020,59,Uruguay,2020-05-01,UY
Constitution Day,18,7,2020,59,Uruguay,2020-07-18,UY
Independence Day,25,8,2020,59,Uruguay,2020-08-25,UY
Christmas Eve,24,12,2020,59,Uruguay,2020-12-24,UY
Christmas Day,25,12,2020,59,Uruguay,2020-12-25,UY
New Year's Eve,31,12,2020,59,Uruguay,2020-12-31,UY
New Year's Day,1,1,2021,59,Uruguay,2021-01-01,UY
Easter Sunday,4,4,2021,59,Uruguay,2021-04-04,UY
Labor Day / May Day,1,5,2021,59,Uruguay,2021-05-01,UY
Constitution Day,18,7,2021,59,Uruguay,2021-07-18,UY
Independence Day,25,8,2021,59,Uruguay,2021-08-25,UY
Christmas Eve,24,12,2021,59,Uruguay,2021-12-24,UY
Christmas Day,25,12,2021,59,Uruguay,2021-12-25,UY
New Year's Eve,31,12,2021,59,Uruguay,2021-12-31,UY
New Year's Day,1,1,2022,59,Uruguay,2022-01-01,UY
Easter Sunday,17,4,2022,59,Uruguay,2022-04-17,UY
Labor Day / May Day,1,5,2022,59,Uruguay,2022-05-01,UY
Constitution Day,18,7,2022,59,Uruguay,2022-07-18,UY
Independence Day,25,8,2022,59,Uruguay,2022-08-25,UY
Christmas Eve,24,12,2022,59,Uruguay,2022-12-24,UY
Christmas Day,25,12,2022,59,Uruguay,2022-12-25,UY
New Year's Eve,31,12,2022,59,Uruguay,2022-12-31,UY
New Year's Day,1,1,2023,59,Uruguay,2023-01-01,UY
Easter Sunday,9,4,2023,59,Uruguay,2023-04-09,UY
Labor Day / May Day,1,5,2023,59,Uruguay,2023-05-01,UY
Constitution Day,18,7,2023,59,Uruguay,2023-07-18,UY
Independence Day,25,8,2023,59,Uruguay,2023-08-25,UY
Christmas Eve,24,12,2023,59,Uruguay,2023-12-24,UY
Christmas Day,25,12,2023,59,Uruguay,2023-12-25,UY
New Year's Eve,31,12,2023,59,Uruguay,2023-12-31,UY
New Year's Day,1,1,2024,59,Uruguay,2024-01-01,UY
Easter Sunday,31,3,2024,59,Uruguay,2024-03-31,UY
Labor Day / May Day,1,5,2024,59,Uruguay,2024-05-01,UY
Constitution Day,18,7,2024,59,Uruguay,2024-07-18,UY
Independence Day,25,8,2024,59,Uruguay,2024-08-25,UY
Christmas Eve,24,12,2024,59,Uruguay,2024-12-24,UY
Christmas Day,25,12,2024,59,Uruguay,2024-12-25,UY
New Year's Eve,31,12,2024,59,Uruguay,2024-12-31,UY
New Year's Day,1,1,2025,59,Uruguay,2025-01-01,UY
Easter Sunday,20,4,2025,59,Uruguay,2025-04-20,UY
Labor Day / May Day,1,5,2025,59,Uruguay,2025-05-01,UY
Constitution Day,18,7,2025,59,Uruguay,2025-07-18,UY
Independence Day,25,8,2025,59,Uruguay,2025-08-25,UY
Christmas Eve,24,12,2025,59,Uruguay,2025-12-24,UY
Christmas Day,25,12,2025,59,Uruguay,2025-12-25,UY
New Year's Eve,31,12,2025,59,Uruguay,2025-12-31,UY
New Year's Day,1,1,2026,59,Uruguay,2026-01-01,UY
Easter Sunday,5,4,2026,59,Uruguay,2026-04-05,UY
Labor Day / May Day,1,5,2026,59,Uruguay,2026-05-01,UY
Constitution Day,18,7,2026,59,Uruguay,2026-07-18,UY
Independence Day,25,8,2026,59,Uruguay,2026-08-25,UY
Christmas Eve,24,12,2026,59,Uruguay,2026-12-24,UY
Christmas Day,25,12,2026,59,Uruguay,2026-12-25,UY
New Year's Eve,31,12,2026,59,Uruguay,2026-12-31,UY
New Year's Day,1,1,2027,59,Uruguay,2027-01-01,UY
Easter Sunday,28,3,2027,59,Uruguay,2027-03-28,UY
Labor Day / May Day,1,5,2027,59,Uruguay,2027-05-01,UY
Constitution Day,18,7,2027,59,Uruguay,2027-07-18,UY
Independence Day,25,8,2027,59,Uruguay,2027-08-25,UY
Christmas Eve,24,12,2027,59,Uruguay,2027-12-24,UY
Christmas Day,25,12,2027,59,Uruguay,2027-12-25,UY
New Year's Eve,31,12,2027,59,Uruguay,2027-12-31,UY
New Year's Day,1,1,2028,59,Uruguay,2028-01-01,UY
Easter Sunday,16,4,2028,59,Uruguay,2028-04-16,UY
Labor Day / May Day,1,5,2028,59,Uruguay,2028-05-01,UY
Constitution Day,18,7,2028,59,Uruguay,2028-07-18,UY
Independence Day,25,8,2028,59,Uruguay,2028-08-25,UY
Christmas Eve,24,12,2028,59,Uruguay,2028-12-24,UY
Christmas Day,25,12,2028,59,Uruguay,2028-12-25,UY
New Year's Eve,31,12,2028,59,Uruguay,2028-12-31,UY
New Year's Day,1,1,2029,59,Uruguay,2029-01-01,UY
Easter Sunday,1,4,2029,59,Uruguay,2029-04-01,UY
Labor Day / May Day,1,5,2029,59,Uruguay,2029-05-01,UY
Constitution Day,18,7,2029,59,Uruguay,2029-07-18,UY
Independence Day,25,8,2029,59,Uruguay,2029-08-25,UY
Christmas Eve,24,12,2029,59,Uruguay,2029-12-24,UY
Christmas Day,25,12,2029,59,Uruguay,2029-12-25,UY
New Year's Eve,31,12,2029,59,Uruguay,2029-12-31,UY
New Year's Day,1,1,2030,59,Uruguay,2030-01-01,UY
Easter Sunday,21,4,2030,59,Uruguay,2030-04-21,UY
Labor Day / May Day,1,5,2030,59,Uruguay,2030-05-01,UY
Constitution Day,18,7,2030,59,Uruguay,2030-07-18,UY
Independence Day,25,8,2030,59,Uruguay,2030-08-25,UY
Christmas Eve,24,12,2030,59,Uruguay,2030-12-24,UY
Christmas Day,25,12,2030,59,Uruguay,2030-12-25,UY
New Year's Eve,31,12,2030,59,Uruguay,2030-12-31,UY
New Year,1,1,2018,184,Uzbekistan,2018-01-01,UZ
Defenders of the Motherland Day,14,1,2018,184,Uzbekistan,2018-01-14,UZ
International Women's Day,8,3,2018,184,Uzbekistan,2018-03-08,UZ
Nowruz,21,3,2018,184,Uzbekistan,2018-03-21,UZ
Remembrance Day,9,5,2018,184,Uzbekistan,2018-05-09,UZ
Eid al-Fitr,15,6,2018,184,Uzbekistan,2018-06-15,UZ
Eid al-Adha,22,8,2018,184,Uzbekistan,2018-08-22,UZ
Independence Day,1,9,2018,184,Uzbekistan,2018-09-01,UZ
Teachers Day,1,10,2018,184,Uzbekistan,2018-10-01,UZ
Constitution Day,8,12,2018,184,Uzbekistan,2018-12-08,UZ
New Year,1,1,2019,184,Uzbekistan,2019-01-01,UZ
Defenders of the Motherland Day,14,1,2019,184,Uzbekistan,2019-01-14,UZ
International Women's Day,8,3,2019,184,Uzbekistan,2019-03-08,UZ
Nowruz,21,3,2019,184,Uzbekistan,2019-03-21,UZ
Remembrance Day,9,5,2019,184,Uzbekistan,2019-05-09,UZ
Eid al-Fitr,4,6,2019,184,Uzbekistan,2019-06-04,UZ
Eid al-Adha,11,8,2019,184,Uzbekistan,2019-08-11,UZ
Independence Day,1,9,2019,184,Uzbekistan,2019-09-01,UZ
Teachers Day,1,10,2019,184,Uzbekistan,2019-10-01,UZ
Constitution Day,8,12,2019,184,Uzbekistan,2019-12-08,UZ
New Year,1,1,2020,184,Uzbekistan,2020-01-01,UZ
Defenders of the Motherland Day,14,1,2020,184,Uzbekistan,2020-01-14,UZ
International Women's Day,8,3,2020,184,Uzbekistan,2020-03-08,UZ
Nowruz,21,3,2020,184,Uzbekistan,2020-03-21,UZ
Remembrance Day,9,5,2020,184,Uzbekistan,2020-05-09,UZ
Eid al-Fitr,24,5,2020,184,Uzbekistan,2020-05-24,UZ
Eid al-Adha,31,7,2020,184,Uzbekistan,2020-07-31,UZ
Independence Day,1,9,2020,184,Uzbekistan,2020-09-01,UZ
Teachers Day,1,10,2020,184,Uzbekistan,2020-10-01,UZ
Constitution Day,8,12,2020,184,Uzbekistan,2020-12-08,UZ
New Year,1,1,2021,184,Uzbekistan,2021-01-01,UZ
New Year Holiday,2,1,2021,184,Uzbekistan,2021-01-02,UZ
Defenders of the Motherland Day,14,1,2021,184,Uzbekistan,2021-01-14,UZ
International Women's Day,8,3,2021,184,Uzbekistan,2021-03-08,UZ
Nowruz Holiday,20,3,2021,184,Uzbekistan,2021-03-20,UZ
Nowruz,21,3,2021,184,Uzbekistan,2021-03-21,UZ
Nowruz Holiday,22,3,2021,184,Uzbekistan,2021-03-22,UZ
Remembrance Day,9,5,2021,184,Uzbekistan,2021-05-09,UZ
Eid al-Fitr,13,5,2021,184,Uzbekistan,2021-05-13,UZ
Eid al-Fitr Holiday,14,5,2021,184,Uzbekistan,2021-05-14,UZ
Eid al-Fitr Holiday,15,5,2021,184,Uzbekistan,2021-05-15,UZ
Eid al-Adha,20,7,2021,184,Uzbekistan,2021-07-20,UZ
Eid al-Adha Holiday,21,7,2021,184,Uzbekistan,2021-07-21,UZ
Eid al-Adha Holiday,22,7,2021,184,Uzbekistan,2021-07-22,UZ
Independence Day,1,9,2021,184,Uzbekistan,2021-09-01,UZ
Independence Day Holiday,2,9,2021,184,Uzbekistan,2021-09-02,UZ
Independence Day Holiday,3,9,2021,184,Uzbekistan,2021-09-03,UZ
Independence Day Holiday,4,9,2021,184,Uzbekistan,2021-09-04,UZ
Independence Day Holiday,5,9,2021,184,Uzbekistan,2021-09-05,UZ
Teachers Day,1,10,2021,184,Uzbekistan,2021-10-01,UZ
Constitution Day,8,12,2021,184,Uzbekistan,2021-12-08,UZ
New Year,1,1,2022,184,Uzbekistan,2022-01-01,UZ
Defenders of the Motherland Day,14,1,2022,184,Uzbekistan,2022-01-14,UZ
International Women's Day,8,3,2022,184,Uzbekistan,2022-03-08,UZ
Nowruz,21,3,2022,184,Uzbekistan,2022-03-21,UZ
Eid al-Fitr,3,5,2022,184,Uzbekistan,2022-05-03,UZ
Remembrance Day,9,5,2022,184,Uzbekistan,2022-05-09,UZ
Eid al-Adha,10,7,2022,184,Uzbekistan,2022-07-10,UZ
Independence Day,1,9,2022,184,Uzbekistan,2022-09-01,UZ
Teachers Day,1,10,2022,184,Uzbekistan,2022-10-01,UZ
Constitution Day,8,12,2022,184,Uzbekistan,2022-12-08,UZ
New Year,1,1,2023,184,Uzbekistan,2023-01-01,UZ
Defenders of the Motherland Day,14,1,2023,184,Uzbekistan,2023-01-14,UZ
International Women's Day,8,3,2023,184,Uzbekistan,2023-03-08,UZ
Nowruz,21,3,2023,184,Uzbekistan,2023-03-21,UZ
Eid al-Fitr,22,4,2023,184,Uzbekistan,2023-04-22,UZ
Remembrance Day,9,5,2023,184,Uzbekistan,2023-05-09,UZ
Eid al-Adha,29,6,2023,184,Uzbekistan,2023-06-29,UZ
Independence Day,1,9,2023,184,Uzbekistan,2023-09-01,UZ
Teachers Day,1,10,2023,184,Uzbekistan,2023-10-01,UZ
Constitution Day,8,12,2023,184,Uzbekistan,2023-12-08,UZ
New Year,1,1,2024,184,Uzbekistan,2024-01-01,UZ
Defenders of the Motherland Day,14,1,2024,184,Uzbekistan,2024-01-14,UZ
International Women's Day,8,3,2024,184,Uzbekistan,2024-03-08,UZ
Nowruz,21,3,2024,184,Uzbekistan,2024-03-21,UZ
Eid al-Fitr,10,4,2024,184,Uzbekistan,2024-04-10,UZ
Remembrance Day,9,5,2024,184,Uzbekistan,2024-05-09,UZ
Eid al-Adha,17,6,2024,184,Uzbekistan,2024-06-17,UZ
Independence Day,1,9,2024,184,Uzbekistan,2024-09-01,UZ
Teachers Day,1,10,2024,184,Uzbekistan,2024-10-01,UZ
Constitution Day,8,12,2024,184,Uzbekistan,2024-12-08,UZ
New Year,1,1,2025,184,Uzbekistan,2025-01-01,UZ
Defenders of the Motherland Day,14,1,2025,184,Uzbekistan,2025-01-14,UZ
International Women's Day,8,3,2025,184,Uzbekistan,2025-03-08,UZ
Nowruz,21,3,2025,184,Uzbekistan,2025-03-21,UZ
Eid al-Fitr,31,3,2025,184,Uzbekistan,2025-03-31,UZ
Remembrance Day,9,5,2025,184,Uzbekistan,2025-05-09,UZ
Eid al-Adha,7,6,2025,184,Uzbekistan,2025-06-07,UZ
Independence Day,1,9,2025,184,Uzbekistan,2025-09-01,UZ
Teachers Day,1,10,2025,184,Uzbekistan,2025-10-01,UZ
Constitution Day,8,12,2025,184,Uzbekistan,2025-12-08,UZ
New Year,1,1,2026,184,Uzbekistan,2026-01-01,UZ
Defenders of the Motherland Day,14,1,2026,184,Uzbekistan,2026-01-14,UZ
International Women's Day,8,3,2026,184,Uzbekistan,2026-03-08,UZ
Eid al-Fitr,20,3,2026,184,Uzbekistan,2026-03-20,UZ
Nowruz,21,3,2026,184,Uzbekistan,2026-03-21,UZ
Remembrance Day,9,5,2026,184,Uzbekistan,2026-05-09,UZ
Eid al-Adha,27,5,2026,184,Uzbekistan,2026-05-27,UZ
Independence Day,1,9,2026,184,Uzbekistan,2026-09-01,UZ
Teachers Day,1,10,2026,184,Uzbekistan,2026-10-01,UZ
Constitution Day,8,12,2026,184,Uzbekistan,2026-12-08,UZ
New Year,1,1,2027,184,Uzbekistan,2027-01-01,UZ
Defenders of the Motherland Day,14,1,2027,184,Uzbekistan,2027-01-14,UZ
International Women's Day,8,3,2027,184,Uzbekistan,2027-03-08,UZ
Eid al-Fitr,10,3,2027,184,Uzbekistan,2027-03-10,UZ
Nowruz,21,3,2027,184,Uzbekistan,2027-03-21,UZ
Remembrance Day,9,5,2027,184,Uzbekistan,2027-05-09,UZ
Eid al-Adha,17,5,2027,184,Uzbekistan,2027-05-17,UZ
Independence Day,1,9,2027,184,Uzbekistan,2027-09-01,UZ
Teachers Day,1,10,2027,184,Uzbekistan,2027-10-01,UZ
Constitution Day,8,12,2027,184,Uzbekistan,2027-12-08,UZ
New Year,1,1,2028,184,Uzbekistan,2028-01-01,UZ
Defenders of the Motherland Day,14,1,2028,184,Uzbekistan,2028-01-14,UZ
Eid al-Fitr,27,2,2028,184,Uzbekistan,2028-02-27,UZ
International Women's Day,8,3,2028,184,Uzbekistan,2028-03-08,UZ
Nowruz,21,3,2028,184,Uzbekistan,2028-03-21,UZ
Eid al-Adha,5,5,2028,184,Uzbekistan,2028-05-05,UZ
Remembrance Day,9,5,2028,184,Uzbekistan,2028-05-09,UZ
Independence Day,1,9,2028,184,Uzbekistan,2028-09-01,UZ
Teachers Day,1,10,2028,184,Uzbekistan,2028-10-01,UZ
Constitution Day,8,12,2028,184,Uzbekistan,2028-12-08,UZ
New Year,1,1,2029,184,Uzbekistan,2029-01-01,UZ
Defenders of the Motherland Day,14,1,2029,184,Uzbekistan,2029-01-14,UZ
Eid al-Fitr,15,2,2029,184,Uzbekistan,2029-02-15,UZ
International Women's Day,8,3,2029,184,Uzbekistan,2029-03-08,UZ
Nowruz,21,3,2029,184,Uzbekistan,2029-03-21,UZ
Eid al-Adha,24,4,2029,184,Uzbekistan,2029-04-24,UZ
Remembrance Day,9,5,2029,184,Uzbekistan,2029-05-09,UZ
Independence Day,1,9,2029,184,Uzbekistan,2029-09-01,UZ
Teachers Day,1,10,2029,184,Uzbekistan,2029-10-01,UZ
Constitution Day,8,12,2029,184,Uzbekistan,2029-12-08,UZ
New Year,1,1,2030,184,Uzbekistan,2030-01-01,UZ
Defenders of the Motherland Day,14,1,2030,184,Uzbekistan,2030-01-14,UZ
Eid al-Fitr,5,2,2030,184,Uzbekistan,2030-02-05,UZ
International Women's Day,8,3,2030,184,Uzbekistan,2030-03-08,UZ
Nowruz,21,3,2030,184,Uzbekistan,2030-03-21,UZ
Eid al-Adha,14,4,2030,184,Uzbekistan,2030-04-14,UZ
Remembrance Day,9,5,2030,184,Uzbekistan,2030-05-09,UZ
Independence Day,1,9,2030,184,Uzbekistan,2030-09-01,UZ
Teachers Day,1,10,2030,184,Uzbekistan,2030-10-01,UZ
Constitution Day,8,12,2030,184,Uzbekistan,2030-12-08,UZ
New Year's Day,1,1,2018,203,Vanuatu,2018-01-01,VU
Father Lini Day,21,2,2018,203,Vanuatu,2018-02-21,VU
Custom Chief's Day,5,3,2018,203,Vanuatu,2018-03-05,VU
Good Friday,30,3,2018,203,Vanuatu,2018-03-30,VU
Easter Monday,2,4,2018,203,Vanuatu,2018-04-02,VU
Labor Day / May Day,1,5,2018,203,Vanuatu,2018-05-01,VU
Ascension Day,10,5,2018,203,Vanuatu,2018-05-10,VU
Children's Day,24,7,2018,203,Vanuatu,2018-07-24,VU
Independence Day,30,7,2018,203,Vanuatu,2018-07-30,VU
Assumption of Mary,15,8,2018,203,Vanuatu,2018-08-15,VU
Constitution Day,5,10,2018,203,Vanuatu,2018-10-05,VU
Unity Day,29,11,2018,203,Vanuatu,2018-11-29,VU
Christmas Day,25,12,2018,203,Vanuatu,2018-12-25,VU
Family Day,26,12,2018,203,Vanuatu,2018-12-26,VU
New Year's Day,1,1,2019,203,Vanuatu,2019-01-01,VU
Father Lini Day,21,2,2019,203,Vanuatu,2019-02-21,VU
Custom Chief's Day,5,3,2019,203,Vanuatu,2019-03-05,VU
Good Friday,19,4,2019,203,Vanuatu,2019-04-19,VU
Easter Monday,22,4,2019,203,Vanuatu,2019-04-22,VU
Labor Day / May Day,1,5,2019,203,Vanuatu,2019-05-01,VU
Ascension Day,30,5,2019,203,Vanuatu,2019-05-30,VU
Children's Day,24,7,2019,203,Vanuatu,2019-07-24,VU
Independence Day,30,7,2019,203,Vanuatu,2019-07-30,VU
Assumption of Mary,15,8,2019,203,Vanuatu,2019-08-15,VU
Constitution Day,5,10,2019,203,Vanuatu,2019-10-05,VU
Unity Day,29,11,2019,203,Vanuatu,2019-11-29,VU
Christmas Day,25,12,2019,203,Vanuatu,2019-12-25,VU
Family Day,26,12,2019,203,Vanuatu,2019-12-26,VU
New Year's Day,1,1,2020,203,Vanuatu,2020-01-01,VU
Father Lini Day,21,2,2020,203,Vanuatu,2020-02-21,VU
Custom Chief's Day,5,3,2020,203,Vanuatu,2020-03-05,VU
Good Friday,10,4,2020,203,Vanuatu,2020-04-10,VU
Easter Monday,13,4,2020,203,Vanuatu,2020-04-13,VU
Labor Day / May Day,1,5,2020,203,Vanuatu,2020-05-01,VU
Ascension Day,21,5,2020,203,Vanuatu,2020-05-21,VU
Independence Day Anniversary,23,7,2020,203,Vanuatu,2020-07-23,VU
Children's Day,24,7,2020,203,Vanuatu,2020-07-24,VU
Independence Day Anniversary,27,7,2020,203,Vanuatu,2020-07-27,VU
Independence Day Anniversary,28,7,2020,203,Vanuatu,2020-07-28,VU
Independence Day Anniversary,29,7,2020,203,Vanuatu,2020-07-29,VU
Independence Day,30,7,2020,203,Vanuatu,2020-07-30,VU
Independence Day Anniversary,31,7,2020,203,Vanuatu,2020-07-31,VU
Assumption of Mary,15,8,2020,203,Vanuatu,2020-08-15,VU
Constitution Day,5,10,2020,203,Vanuatu,2020-10-05,VU
Unity Day,29,11,2020,203,Vanuatu,2020-11-29,VU
'Unity Day' day off,30,11,2020,203,Vanuatu,2020-11-30,VU
Christmas Day,25,12,2020,203,Vanuatu,2020-12-25,VU
Family Day,26,12,2020,203,Vanuatu,2020-12-26,VU
New Year's Day,1,1,2021,203,Vanuatu,2021-01-01,VU
Father Lini Day,21,2,2021,203,Vanuatu,2021-02-21,VU
'Father Lini Day' day off,22,2,2021,203,Vanuatu,2021-02-22,VU
Custom Chief's Day,5,3,2021,203,Vanuatu,2021-03-05,VU
Good Friday,2,4,2021,203,Vanuatu,2021-04-02,VU
Easter Monday,5,4,2021,203,Vanuatu,2021-04-05,VU
Labor Day / May Day,1,5,2021,203,Vanuatu,2021-05-01,VU
Ascension Day,13,5,2021,203,Vanuatu,2021-05-13,VU
Children's Day,24,7,2021,203,Vanuatu,2021-07-24,VU
Independence Day,30,7,2021,203,Vanuatu,2021-07-30,VU
Assumption of Mary,15,8,2021,203,Vanuatu,2021-08-15,VU
'Assumption of Mary' day off,16,8,2021,203,Vanuatu,2021-08-16,VU
Constitution Day,5,10,2021,203,Vanuatu,2021-10-05,VU
Unity Day,29,11,2021,203,Vanuatu,2021-11-29,VU
Christmas Day,25,12,2021,203,Vanuatu,2021-12-25,VU
Family Day,26,12,2021,203,Vanuatu,2021-12-26,VU
'Family Day' day off,27,12,2021,203,Vanuatu,2021-12-27,VU
New Year's Day,1,1,2022,203,Vanuatu,2022-01-01,VU
Father Lini Day,21,2,2022,203,Vanuatu,2022-02-21,VU
Custom Chief's Day,5,3,2022,203,Vanuatu,2022-03-05,VU
Good Friday,15,4,2022,203,Vanuatu,2022-04-15,VU
Easter Monday,18,4,2022,203,Vanuatu,2022-04-18,VU
Labor Day / May Day,1,5,2022,203,Vanuatu,2022-05-01,VU
'Labor Day / May Day' day off,2,5,2022,203,Vanuatu,2022-05-02,VU
Ascension Day,26,5,2022,203,Vanuatu,2022-05-26,VU
Children's Day,24,7,2022,203,Vanuatu,2022-07-24,VU
'Children's Day' day off,25,7,2022,203,Vanuatu,2022-07-25,VU
Independence Day,30,7,2022,203,Vanuatu,2022-07-30,VU
Assumption of Mary,15,8,2022,203,Vanuatu,2022-08-15,VU
Constitution Day,5,10,2022,203,Vanuatu,2022-10-05,VU
Unity Day,29,11,2022,203,Vanuatu,2022-11-29,VU
Christmas Day,25,12,2022,203,Vanuatu,2022-12-25,VU
'Christmas Day' day off,26,12,2022,203,Vanuatu,2022-12-26,VU
'Family Day' day off,27,12,2022,203,Vanuatu,2022-12-27,VU
New Year's Day,1,1,2023,203,Vanuatu,2023-01-01,VU
'New Year's Day' day off,2,1,2023,203,Vanuatu,2023-01-02,VU
Father Lini Day,21,2,2023,203,Vanuatu,2023-02-21,VU
Custom Chief's Day,5,3,2023,203,Vanuatu,2023-03-05,VU
'Custom Chief's Day' day off,6,3,2023,203,Vanuatu,2023-03-06,VU
Good Friday,7,4,2023,203,Vanuatu,2023-04-07,VU
Easter Monday,10,4,2023,203,Vanuatu,2023-04-10,VU
Labor Day / May Day,1,5,2023,203,Vanuatu,2023-05-01,VU
Ascension Day,18,5,2023,203,Vanuatu,2023-05-18,VU
Children's Day,24,7,2023,203,Vanuatu,2023-07-24,VU
Independence Day,30,7,2023,203,Vanuatu,2023-07-30,VU
'Independence Day' day off,31,7,2023,203,Vanuatu,2023-07-31,VU
Assumption of Mary,15,8,2023,203,Vanuatu,2023-08-15,VU
Constitution Day,5,10,2023,203,Vanuatu,2023-10-05,VU
Unity Day,29,11,2023,203,Vanuatu,2023-11-29,VU
Christmas Day,25,12,2023,203,Vanuatu,2023-12-25,VU
Family Day,26,12,2023,203,Vanuatu,2023-12-26,VU
New Year's Day,1,1,2024,203,Vanuatu,2024-01-01,VU
Father Lini Day,21,2,2024,203,Vanuatu,2024-02-21,VU
Custom Chief's Day,5,3,2024,203,Vanuatu,2024-03-05,VU
Good Friday,29,3,2024,203,Vanuatu,2024-03-29,VU
Easter Monday,1,4,2024,203,Vanuatu,2024-04-01,VU
Labor Day / May Day,1,5,2024,203,Vanuatu,2024-05-01,VU
Ascension Day,9,5,2024,203,Vanuatu,2024-05-09,VU
Children's Day,24,7,2024,203,Vanuatu,2024-07-24,VU
Independence Day,30,7,2024,203,Vanuatu,2024-07-30,VU
Assumption of Mary,15,8,2024,203,Vanuatu,2024-08-15,VU
Constitution Day,5,10,2024,203,Vanuatu,2024-10-05,VU
Unity Day,29,11,2024,203,Vanuatu,2024-11-29,VU
Christmas Day,25,12,2024,203,Vanuatu,2024-12-25,VU
Family Day,26,12,2024,203,Vanuatu,2024-12-26,VU
New Year's Day,1,1,2025,203,Vanuatu,2025-01-01,VU
Father Lini Day,21,2,2025,203,Vanuatu,2025-02-21,VU
Custom Chief's Day,5,3,2025,203,Vanuatu,2025-03-05,VU
Good Friday,18,4,2025,203,Vanuatu,2025-04-18,VU
Easter Monday,21,4,2025,203,Vanuatu,2025-04-21,VU
Labor Day / May Day,1,5,2025,203,Vanuatu,2025-05-01,VU
Ascension Day,29,5,2025,203,Vanuatu,2025-05-29,VU
Children's Day,24,7,2025,203,Vanuatu,2025-07-24,VU
Independence Day,30,7,2025,203,Vanuatu,2025-07-30,VU
Assumption of Mary,15,8,2025,203,Vanuatu,2025-08-15,VU
Constitution Day,5,10,2025,203,Vanuatu,2025-10-05,VU
'Constitution Day' day off,6,10,2025,203,Vanuatu,2025-10-06,VU
Unity Day,29,11,2025,203,Vanuatu,2025-11-29,VU
Christmas Day,25,12,2025,203,Vanuatu,2025-12-25,VU
Family Day,26,12,2025,203,Vanuatu,2025-12-26,VU
New Year's Day,1,1,2026,203,Vanuatu,2026-01-01,VU
Father Lini Day,21,2,2026,203,Vanuatu,2026-02-21,VU
Custom Chief's Day,5,3,2026,203,Vanuatu,2026-03-05,VU
Good Friday,3,4,2026,203,Vanuatu,2026-04-03,VU
Easter Monday,6,4,2026,203,Vanuatu,2026-04-06,VU
Labor Day / May Day,1,5,2026,203,Vanuatu,2026-05-01,VU
Ascension Day,14,5,2026,203,Vanuatu,2026-05-14,VU
Children's Day,24,7,2026,203,Vanuatu,2026-07-24,VU
Independence Day,30,7,2026,203,Vanuatu,2026-07-30,VU
Assumption of Mary,15,8,2026,203,Vanuatu,2026-08-15,VU
Constitution Day,5,10,2026,203,Vanuatu,2026-10-05,VU
Unity Day,29,11,2026,203,Vanuatu,2026-11-29,VU
'Unity Day' day off,30,11,2026,203,Vanuatu,2026-11-30,VU
Christmas Day,25,12,2026,203,Vanuatu,2026-12-25,VU
Family Day,26,12,2026,203,Vanuatu,2026-12-26,VU
New Year's Day,1,1,2027,203,Vanuatu,2027-01-01,VU
Father Lini Day,21,2,2027,203,Vanuatu,2027-02-21,VU
'Father Lini Day' day off,22,2,2027,203,Vanuatu,2027-02-22,VU
Custom Chief's Day,5,3,2027,203,Vanuatu,2027-03-05,VU
Good Friday,26,3,2027,203,Vanuatu,2027-03-26,VU
Easter Monday,29,3,2027,203,Vanuatu,2027-03-29,VU
Labor Day / May Day,1,5,2027,203,Vanuatu,2027-05-01,VU
Ascension Day,6,5,2027,203,Vanuatu,2027-05-06,VU
Children's Day,24,7,2027,203,Vanuatu,2027-07-24,VU
Independence Day,30,7,2027,203,Vanuatu,2027-07-30,VU
Assumption of Mary,15,8,2027,203,Vanuatu,2027-08-15,VU
'Assumption of Mary' day off,16,8,2027,203,Vanuatu,2027-08-16,VU
Constitution Day,5,10,2027,203,Vanuatu,2027-10-05,VU
Unity Day,29,11,2027,203,Vanuatu,2027-11-29,VU
Christmas Day,25,12,2027,203,Vanuatu,2027-12-25,VU
Family Day,26,12,2027,203,Vanuatu,2027-12-26,VU
'Family Day' day off,27,12,2027,203,Vanuatu,2027-12-27,VU
New Year's Day,1,1,2028,203,Vanuatu,2028-01-01,VU
Father Lini Day,21,2,2028,203,Vanuatu,2028-02-21,VU
Custom Chief's Day,5,3,2028,203,Vanuatu,2028-03-05,VU
'Custom Chief's Day' day off,6,3,2028,203,Vanuatu,2028-03-06,VU
Good Friday,14,4,2028,203,Vanuatu,2028-04-14,VU
Easter Monday,17,4,2028,203,Vanuatu,2028-04-17,VU
Labor Day / May Day,1,5,2028,203,Vanuatu,2028-05-01,VU
Ascension Day,25,5,2028,203,Vanuatu,2028-05-25,VU
Children's Day,24,7,2028,203,Vanuatu,2028-07-24,VU
Independence Day,30,7,2028,203,Vanuatu,2028-07-30,VU
